CONTAINER ID        NAME                CPU %               MEM USAGE / LIMIT   MEM %               NET I/O             BLOCK I/O           PIDS
283acd69188f        kafka               1.35%               996.5MiB / 2GiB     48.66%              98.8MB / 166MB      61.6MB / 21.7MB     85
c841643e69d3        neo4j               86.46%              812.8MiB / 2GiB     39.69%              423MB / 593MB       28.8MB / 2.61GB     50
c715a2a42078        producer5           0.03%               65.59MiB / 2GiB     3.20%               20MB / 10.8MB       4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.17MiB / 2GiB     3.08%               18.4MB / 10.5MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               48.21%              1.895GiB / 3GiB     63.15%              746MB / 511MB       665MB / 141MB       161
283acd69188f        kafka               1.27%               996.5MiB / 2GiB     48.66%              99.1MB / 166MB      61.6MB / 21.8MB     85
c841643e69d3        neo4j               180.17%             813MiB / 2GiB       39.70%              424MB / 594MB       28.8MB / 2.61GB     50
c715a2a42078        producer5           0.03%               65.48MiB / 2GiB     3.20%               20MB / 10.8MB       4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.18MiB / 2GiB     3.09%               18.4MB / 10.5MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               53.50%              1.895GiB / 3GiB     63.16%              748MB / 512MB       665MB / 141MB       161
283acd69188f        kafka               1.52%               996.5MiB / 2GiB     48.66%              99.3MB / 166MB      61.6MB / 21.8MB     85
c841643e69d3        neo4j               170.75%             813MiB / 2GiB       39.70%              425MB / 596MB       28.8MB / 2.62GB     50
c715a2a42078        producer5           0.01%               65.46MiB / 2GiB     3.20%               20MB / 10.8MB       4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.25%               63.17MiB / 2GiB     3.08%               18.4MB / 10.5MB     332kB / 15.8MB      8
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               57.17%              1.895GiB / 3GiB     63.16%              749MB / 513MB       665MB / 141MB       161
283acd69188f        kafka               1.49%               996.6MiB / 2GiB     48.66%              99.6MB / 167MB      61.6MB / 21.9MB     85
c841643e69d3        neo4j               167.64%             813.1MiB / 2GiB     39.70%              427MB / 597MB       28.8MB / 2.63GB     50
c715a2a42078        producer5           0.01%               65.5MiB / 2GiB      3.20%               20MB / 10.8MB       4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.03%               63.17MiB / 2GiB     3.08%               18.5MB / 10.5MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               56.33%              1.895GiB / 3GiB     63.16%              751MB / 515MB       665MB / 141MB       161
283acd69188f        kafka               1.28%               996.6MiB / 2GiB     48.66%              99.8MB / 167MB      61.6MB / 21.9MB     85
c841643e69d3        neo4j               175.07%             813.2MiB / 2GiB     39.71%              428MB / 599MB       28.8MB / 2.63GB     51
c715a2a42078        producer5           0.01%               65.46MiB / 2GiB     3.20%               20MB / 10.9MB       4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.18MiB / 2GiB     3.09%               18.5MB / 10.6MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               53.87%              1.895GiB / 3GiB     63.16%              753MB / 516MB       665MB / 142MB       161
283acd69188f        kafka               1.36%               996.7MiB / 2GiB     48.67%              100MB / 167MB       61.6MB / 22MB       85
c841643e69d3        neo4j               154.85%             813.2MiB / 2GiB     39.71%              429MB / 600MB       28.8MB / 2.64GB     50
c715a2a42078        producer5           0.26%               65.59MiB / 2GiB     3.20%               20MB / 10.9MB       4.1kB / 15.8MB      8
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.17MiB / 2GiB     3.08%               18.5MB / 10.6MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               52.71%              1.895GiB / 3GiB     63.16%              754MB / 517MB       665MB / 142MB       161
283acd69188f        kafka               1.45%               996.6MiB / 2GiB     48.66%              100MB / 168MB       61.6MB / 22MB       85
c841643e69d3        neo4j               176.68%             813.3MiB / 2GiB     39.71%              430MB / 602MB       28.8MB / 2.66GB     51
c715a2a42078        producer5           0.04%               65.5MiB / 2GiB      3.20%               20MB / 10.9MB       4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.18MiB / 2GiB     3.09%               18.5MB / 10.6MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               57.80%              1.895GiB / 3GiB     63.17%              756MB / 519MB       665MB / 142MB       161
283acd69188f        kafka               1.50%               996.6MiB / 2GiB     48.66%              100MB / 168MB       61.6MB / 22.1MB     85
c841643e69d3        neo4j               150.68%             813.2MiB / 2GiB     39.71%              431MB / 604MB       28.8MB / 2.67GB     50
c715a2a42078        producer5           0.02%               65.45MiB / 2GiB     3.20%               20MB / 10.9MB       4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.17MiB / 2GiB     3.08%               18.5MB / 10.6MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               57.37%              1.895GiB / 3GiB     63.17%              758MB / 520MB       665MB / 142MB       161
283acd69188f        kafka               1.34%               996.7MiB / 2GiB     48.67%              101MB / 169MB       61.6MB / 22.1MB     85
c841643e69d3        neo4j               180.87%             813.4MiB / 2GiB     39.72%              432MB / 605MB       28.8MB / 2.67GB     50
c715a2a42078        producer5           0.03%               65.48MiB / 2GiB     3.20%               20MB / 10.9MB       4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.02%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.17MiB / 2GiB     3.08%               18.5MB / 10.6MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.02%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               49.41%              1.895GiB / 3GiB     63.17%              760MB / 521MB       665MB / 142MB       161
283acd69188f        kafka               1.53%               996.6MiB / 2GiB     48.66%              101MB / 169MB       61.6MB / 22.2MB     85
c841643e69d3        neo4j               171.90%             813.5MiB / 2GiB     39.72%              433MB / 607MB       28.8MB / 2.68GB     50
c715a2a42078        producer5           0.01%               65.5MiB / 2GiB      3.20%               20.1MB / 11MB       4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.25%               63.29MiB / 2GiB     3.09%               18.5MB / 10.7MB     332kB / 15.8MB      8
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               52.18%              1.895GiB / 3GiB     63.17%              762MB / 523MB       665MB / 143MB       161
283acd69188f        kafka               1.25%               996.7MiB / 2GiB     48.67%              101MB / 169MB       61.6MB / 22.2MB     85
c841643e69d3        neo4j               178.60%             813.5MiB / 2GiB     39.72%              435MB / 608MB       28.8MB / 2.69GB     50
c715a2a42078        producer5           0.01%               65.5MiB / 2GiB      3.20%               20.1MB / 11MB       4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.03%               63.2MiB / 2GiB      3.09%               18.5MB / 10.7MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               52.46%              1.895GiB / 3GiB     63.18%              764MB / 524MB       665MB / 143MB       161
283acd69188f        kafka               1.37%               996.6MiB / 2GiB     48.66%              101MB / 170MB       61.6MB / 22.2MB     85
c841643e69d3        neo4j               153.95%             813.7MiB / 2GiB     39.73%              436MB / 610MB       28.8MB / 2.69GB     50
c715a2a42078        producer5           0.01%               65.48MiB / 2GiB     3.20%               20.1MB / 11MB       4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.03%               63.17MiB / 2GiB     3.08%               18.5MB / 10.7MB     332kB / 15.8MB      7
